,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Unnamed: 29_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
168,159,2013,2013-10-06,5,5,33.283,ARI,,CAR,W 22-6,*,19,28,67.86,175,1,3,57.0,2,15,6.25,2.14,3,-3,-1.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
169,160,2013,2013-10-13,6,6,33.290,ARI,@,SFO,L 20-32,*,25,41,60.98,298,2,2,79.1,1,4,7.27,6.05,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
170,161,2013,2013-10-17,7,7,33.294,ARI,,SEA,L 22-34,*,30,45,66.67,258,1,2,70.4,7,54,5.73,4.18,2,5,2.50,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,75,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
171,162,2013,2013-10-27,8,8,33.304,ARI,,ATL,W 27-13,*,13,18,72.22,172,2,1,116.0,3,25,9.56,9.28,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
172,163,2013,2013-11-10,9,10,33.318,ARI,,HOU,W 27-24,*,20,32,62.50,241,2,1,93.4,1,6,7.53,7.38,2,-2,-1.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,63,95%,0,0%,0,0%,,Carson Palmer,PalmCa00
173,164,2013,2013-11-17,10,11,33.325,ARI,@,JAX,W 27-14,*,30,42,71.43,419,2,0,119.0,3,17,9.98,10.93,3,-3,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
174,165,2013,2013-11-24,11,12,33.332,ARI,,IND,W 40-11,*,26,37,70.27,314,2,0,114.0,3,24,8.49,9.57,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,75,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
175,166,2013,2013-12-01,12,13,33.339,ARI,@,PHI,L 21-24,*,24,41,58.54,302,3,2,85.6,5,42,7.37,6.63,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,71,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
176,167,2013,2013-12-08,13,14,33.346,ARI,,STL,W 30-10,*,27,32,84.38,269,1,0,112.1,1,7,8.41,9.03,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
177,168,2013,2013-12-15,14,15,33.353,ARI,@,TEN,W 37-34,*,20,30,66.67,231,1,0,100.8,2,16,7.70,8.37,2,-1,-0.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,68,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
178,169,2013,2013-12-22,15,16,33.360,ARI,@,SEA,W 17-10,*,13,25,52.00,178,1,4,48.8,2,10,7.12,0.72,5,-3,-0.60,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
179,170,2013,2013-12-29,16,17,34.002,ARI,,SFO,L 20-23,*,28,49,57.14,407,2,1,89.4,1,8,8.31,8.20,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
180,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
181,171,2014,2014-09-08,1,1,34.255,ARI,,SDG,W 18-17,*,24,37,64.86,304,2,0,108.4,2,10,8.22,9.30,4,29,7.25,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,70,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
182,172,2014,2014-09-14,2,2,,ARI,@,NYG,W 25-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
183,173,2014,2014-09-21,3,3,,ARI,,SFO,W 23-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
184,174,2014,2014-10-05,4,5,,ARI,@,DEN,L 20-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
185,175,2014,2014-10-12,5,6,34.289,ARI,,WAS,W 30-20,*,28,44,63.64,250,2,0,93.9,1,7,5.68,6.59,1,-3,-3.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,70,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
186,176,2014,2014-10-19,6,7,34.296,ARI,@,OAK,W 24-13,*,22,31,70.97,253,2,1,103.3,1,11,8.16,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
187,177,2014,2014-10-26,7,8,34.303,ARI,,PHI,W 24-20,*,20,42,47.62,329,2,0,90.3,0,0,7.83,8.79,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
188,178,2014,2014-11-02,8,9,34.310,ARI,@,DAL,W 28-17,*,22,34,64.71,249,3,1,103.7,2,12,7.32,7.76,2,-2,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
189,179,2014,2014-11-09,9,10,34.317,ARI,,STL,W 31-14,*,25,36,69.44,241,0,1,76.3,3,19,6.69,5.44,1,1,1.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,57,86%,0,0%,0,0%,,Carson Palmer,PalmCa00
190,180,2014,2014-11-16,10,11,,ARI,,DET,W 14-6,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
191,181,2014,2014-11-23,11,12,,ARI,@,SEA,L 3-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
192,182,2014,2014-11-30,12,13,,ARI,@,ATL,L 18-29,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
193,183,2014,2014-12-07,13,14,,ARI,,KAN,W 17-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
194,184,2014,2014-12-11,14,15,,ARI,@,STL,W 12-6,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
195,185,2014,2014-12-21,15,16,,ARI,,SEA,L 6-35,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
196,186,2014,2014-12-28,16,17,,ARI,@,SFO,L 17-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
197,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
198,187,2015,2015-09-13,1,1,35.260,ARI,,NOR,W 31-19,*,19,32,59.38,307,3,0,122.8,0,0,9.59,11.47,3,14,4.67,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
199,188,2015,2015-09-20,2,2,35.267,ARI,@,CHI,W 48-23,*,17,24,70.83,185,4,1,115.5,0,0,7.71,9.17,2,-2,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
200,189,2015,2015-09-27,3,3,35.274,ARI,,SFO,W 47-7,*,20,32,62.50,311,2,1,102.5,1,4,9.72,9.56,1,1,1.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,71,96%,0,0%,0,0%,,Carson Palmer,PalmCa00
201,190,2015,2015-10-04,4,4,35.281,ARI,,STL,L 22-24,*,29,46,63.04,352,1,1,84.7,4,18,7.65,7.11,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,74,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
202,191,2015,2015-10-11,5,5,35.288,ARI,@,DET,W 42-17,*,11,14,78.57,161,3,0,154.2,2,13,11.50,15.79,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,33,72%,0,0%,0,0%,,Carson Palmer,PalmCa00
203,192,2015,2015-10-18,6,6,35.295,ARI,@,PIT,L 13-25,*,29,45,64.44,421,1,2,83.7,1,7,9.36,7.80,2,-1,-0.50,0,,0,0,0.0,0,0,0,,,1,0,0,0,-7,0,72,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
204,193,2015,2015-10-26,7,7,35.303,ARI,,BAL,W 26-18,*,20,29,68.97,275,2,0,122.1,2,11,9.48,10.86,2,2,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
205,194,2015,2015-11-01,8,8,35.309,ARI,@,CLE,W 34-20,*,23,38,60.53,374,4,1,117.7,1,2,9.84,10.76,3,6,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
206,195,2015,2015-11-15,9,10,35.323,ARI,@,SEA,W 39-32,*,29,47,61.70,363,3,1,98.1,3,29,7.72,8.04,3,-2,-0.67,0,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,89,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
207,196,2015,2015-11-22,10,11,35.330,ARI,,CIN,W 34-31,*,20,31,64.52,317,4,2,111.2,2,16,10.23,9.90,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,61,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
208,197,2015,2015-11-29,11,12,35.337,ARI,@,SFO,W 19-13,*,24,40,60.00,271,0,0,80.3,1,4,6.78,6.78,3,6,2.00,1,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,80,99%,0,0%,0,0%,,Carson Palmer,PalmCa00
209,198,2015,2015-12-06,12,13,35.344,ARI,@,STL,W 27-3,*,26,40,65.00,356,2,0,110.0,2,13,8.90,9.90,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,89%,0,0%,0,0%,,Carson Palmer,PalmCa00
210,199,2015,2015-12-10,13,14,35.348,ARI,,MIN,W 23-20,*,25,35,71.43,310,2,0,117.6,2,14,8.86,10.00,3,3,1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
211,200,2015,2015-12-20,14,15,35.358,ARI,@,PHI,W 40-17,*,20,32,62.50,274,1,0,100.3,2,11,8.56,9.19,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,93%,0,0%,0,0%,,Carson Palmer,PalmCa00
212,201,2015,2015-12-27,15,16,36.000,ARI,,GNB,W 38-8,*,18,27,66.67,265,2,1,107.8,2,9,9.81,9.63,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,83%,0,0%,0,0%,,Carson Palmer,PalmCa00
213,202,2015,2016-01-03,16,17,36.007,ARI,,SEA,L 6-36,*,12,25,48.00,129,1,1,60.2,0,0,5.16,4.16,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,59%,0,0%,0,0%,,Carson Palmer,PalmCa00
214,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
215,203,2016,2016-09-11,1,1,36.259,ARI,,NWE,L 21-23,*,24,37,64.86,271,2,0,104.7,3,19,7.32,8.41,2,1,0.50,0,,0,0,0.0,0,0,0,,,1,0,0,1,-2,0,61,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
216,204,2016,2016-09-18,2,2,36.266,ARI,,TAM,W 40-7,*,17,30,56.67,304,3,0,124.9,1,4,10.13,12.13,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,0,0%,,Carson Palmer,PalmCa00
217,205,2016,2016-09-25,3,3,36.273,ARI,@,BUF,L 18-33,*,26,50,52.00,287,0,4,36.0,5,27,5.74,2.14,0,0,,0,,0,0,0.0,0,0,0,,,2,0,0,1,0,0,82,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
218,206,2016,2016-10-02,4,4,36.280,ARI,,LAR,L 13-17,*,23,36,63.89,288,1,1,86.3,3,23,8.00,7.31,0,0,,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,64,83%,0,0%,0,0%,,Carson Palmer,PalmCa00
219,207,2016,2016-10-06,5,5,,ARI,@,SFO,W 33-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Carson Palmer,PalmCa00
220,208,2016,2016-10-17,6,6,36.295,ARI,,NYJ,W 28-3,*,23,34,67.65,213,1,0,94.4,0,0,6.26,6.85,3,-1,-0.33,0,,0,0,0.0,0,0,0,,,2,0,0,2,-4,0,70,91%,0,0%,0,0%,,Carson Palmer,PalmCa00
221,209,2016,2016-10-23,7,7,36.301,ARI,,SEA,T 6-6,*,29,49,59.18,342,0,0,80.5,4,31,6.98,6.98,1,8,8.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,95,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
222,210,2016,2016-10-30,8,8,36.308,ARI,@,CAR,L 20-30,*,35,46,76.09,363,3,1,111.1,8,47,7.89,8.22,0,0,,0,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,71,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
223,211,2016,2016-11-13,9,10,36.322,ARI,,SFO,W 23-20,*,30,49,61.22,376,1,2,74.9,2,13,7.67,6.24,1,16,16.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,79,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
224,212,2016,2016-11-20,10,11,36.329,ARI,@,MIN,L 24-30,*,20,38,52.63,198,2,2,63.3,4,43,5.21,3.89,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
225,213,2016,2016-11-27,11,12,36.336,ARI,@,ATL,L 19-38,*,25,45,55.56,289,2,1,80.7,2,15,6.42,6.31,1,0,0.00,0,,0,0,0.0,0,0,0,,,1,0,0,1,-13,0,66,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
226,214,2016,2016-12-04,12,13,36.343,ARI,,WAS,W 31-23,*,30,46,65.22,300,3,0,105.3,2,19,6.52,7.83,1,-1,-1.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
227,215,2016,2016-12-11,13,14,36.350,ARI,@,MIA,L 23-26,*,18,33,54.55,145,2,2,60.8,3,20,4.39,2.88,3,5,1.67,0,,0,0,0.0,0,0,0,,,3,1,0,1,-2,0,70,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
228,216,2016,2016-12-18,14,15,36.357,ARI,,NOR,L 41-48,*,28,40,70.00,318,2,0,110.2,1,9,7.95,8.95,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
229,217,2016,2016-12-24,15,16,36.363,ARI,@,SEA,W 34-31,*,16,26,61.54,284,1,0,111.7,1,8,10.92,11.69,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
230,218,2016,2017-01-01,16,17,37.005,ARI,@,LAR,W 44-6,*,20,38,52.63,255,3,1,89.3,1,3,6.71,7.11,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,91%,0,0%,0,0%,,Carson Palmer,PalmCa00
231,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Carson Palmer,PalmCa00
232,219,2017,2017-09-10,1,1,37.257,ARI,@,DET,L 23-35,*,27,48,56.25,268,1,3,53.1,1,5,5.58,3.19,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
233,220,2017,2017-09-17,2,2,37.264,ARI,@,IND,W 16-13,*,19,36,52.78,332,1,1,82.2,4,26,9.22,8.53,3,6,2.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,66,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
234,221,2017,2017-09-25,3,3,37.272,ARI,,DAL,L 17-28,*,29,48,60.42,325,2,0,94.5,6,42,6.77,7.60,3,7,2.33,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
235,222,2017,2017-10-01,4,4,37.278,ARI,,SFO,W 18-15,*,33,51,64.71,357,1,1,83.5,6,40,7.00,6.51,2,1,0.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,86,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
236,223,2017,2017-10-08,5,5,37.285,ARI,@,PHI,L 7-34,*,28,44,63.64,291,1,0,90.2,2,15,6.61,7.07,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
237,224,2017,2017-10-15,6,6,37.292,ARI,,TAM,W 38-33,*,18,22,81.82,283,3,1,139.4,2,11,12.86,13.55,5,-4,-0.80,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,65,100%,0,0%,0,0%,,Carson Palmer,PalmCa00
238,225,2017,2017-10-22,7,7,37.299,ARI,@,LAR,L 0-33,*,10,18,55.56,122,0,1,53.5,1,11,6.78,4.28,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,26,52%,0,0%,0,0%,,Carson Palmer,PalmCa00
239,226,2017,2017-11-05,8,9,,ARI,@,SFO,W 20-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
240,227,2017,2017-11-09,9,10,,ARI,,SEA,L 16-22,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
241,228,2017,2017-11-19,10,11,,ARI,@,HOU,L 21-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
242,229,2017,2017-11-26,11,12,,ARI,,JAX,W 27-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Carson Palmer,PalmCa00
